x,y,yaw,qw,qx,qy,qz
-6.248093128204346,3.7802138328552246,-3.1112941337809854,0.015148680451670825,0.0,0.0,-0.9998852521567528
-4.417337417602539,4.536932468414307,-2.989126374667974,0.0761593228724045,0.0,0.0,-0.9970956611778113
-5.118544578552246,3.99515962600708,-2.479356681376389,0.3251004878614327,0.0,0.0,-0.9456794767743766
