x,y,yaw
2.4700000000000006,-3.74,-2.32590073027357
2.670000000000001,-3.5400000000000005,-2.32590073027357
2.87,-3.3400000000000003,-2.32590073027357
2.5700000000000003,-3.04,-1.8023019546752712
2.62,-2.6900000000000004,-2.32590073027357
2.8200000000000003,-2.49,-2.32590073027357
3.0200000000000005,-2.29,-2.32590073027357
