2.280476, -0.657914, 2.389430, 0.000000
2.284244, -0.658488, 2.390137, 0.000000
2.285723, -0.661342, 2.388168, 0.000000
2.293290, -0.656664, 2.395127, 0.000000
2.280781, -0.654512, 2.385299, 0.000000
2.288052, -0.652027, 2.389689, 0.000000
2.278928, -0.650055, 2.389881, 0.000000
2.282661, -0.649015, 2.380763, 0.000000
2.288154, -0.649035, 2.393839, 0.000000
2.291879, -0.648559, 2.391577, 0.000000
2.299562, -0.649503, 2.400713, 0.000000
2.291680, -0.650576, 2.396782, 0.000000
2.290700, -0.652382, 2.395560, 0.000000
2.294697, -0.652403, 2.398126, 0.000000
2.295860, -0.650553, 2.398676, 0.000000
2.293817, -0.658414, 2.391571, 0.000000
2.289231, -0.655454, 2.396647, 0.000000
2.294587, -0.655059, 2.403462, 0.000000
2.292968, -0.654195, 2.399344, 0.000000
2.290609, -0.656470, 2.388346, 0.000000
2.290955, -0.654237, 2.399868, 0.000000
2.284372, -0.654039, 2.397575, 0.000000
2.287583, -0.654225, 2.383855, 0.000000
2.284980, -0.658484, 2.392925, 0.000000
2.289291, -0.657949, 2.390209, 0.000000
2.298535, -0.660939, 2.392692, 0.000000
2.286041, -0.660555, 2.388168, 0.000000
2.284524, -0.662726, 2.390613, 0.000000
2.284191, -0.665126, 2.392356, 0.000000
2.282594, -0.658498, 2.392466, 0.000000
2.289726, -0.658530, 2.384878, 0.000000
2.288073, -0.656739, 2.391662, 0.000000
2.288748, -0.656782, 2.390295, 0.000000
2.285263, -0.656237, 2.390570, 0.000000
2.286994, -0.650969, 2.388971, 0.000000
2.284872, -0.652886, 2.394950, 0.000000
2.285298, -0.654296, 2.392995, 0.000000
2.289319, -0.649889, 2.393427, 0.000000
2.286397, -0.648367, 2.393521, 0.000000
2.287715, -0.649113, 2.392880, 0.000000
2.287255, -0.649365, 2.388702, 0.000000
2.280382, -0.655454, 2.385790, 0.000000
2.282295, -0.657168, 2.387563, 0.000000
2.284694, -0.658766, 2.384769, 0.000000
2.282433, -0.653841, 2.386578, 0.000000
2.284388, -0.654197, 2.386372, 0.000000
2.287556, -0.657355, 2.386500, 0.000000
2.291010, -0.652579, 2.393974, 0.000000
2.296006, -0.651437, 2.394830, 0.000000
2.294020, -0.651855, 2.387473, 0.000000
2.280961, -0.654721, 2.384848, 0.000000
2.290976, -0.651670, 2.390714, 0.000000
2.286404, -0.651524, 2.391626, 0.000000
2.281788, -0.651922, 2.386827, 0.000000
2.280439, -0.654143, 2.385704, 0.000000
2.289110, -0.652318, 2.388277, 0.000000
2.296478, -0.656512, 2.381136, 0.000000
2.296337, -0.661636, 2.382448, 0.000000
2.301233, -0.662130, 2.384404, 0.000000
2.308403, -0.662366, 2.385278, 0.000000
2.305139, -0.657535, 2.392282, 0.000000
2.303517, -0.656861, 2.386625, 0.000000
2.311017, -0.658749, 2.389597, 0.000000
2.312268, -0.658205, 2.389217, 0.000000
2.306414, -0.662051, 2.387891, 0.000000
2.303948, -0.661899, 2.385162, 0.000000
2.307062, -0.657979, 2.388908, 0.000000
2.300486, -0.661835, 2.391106, 0.000000
2.301009, -0.666077, 2.379332, 0.000000
2.310698, -0.668671, 2.387028, 0.000000
2.310914, -0.668393, 2.383873, 0.000000
2.307628, -0.664475, 2.392659, 0.000000
2.308555, -0.664637, 2.394470, 0.000000
2.306689, -0.662628, 2.389999, 0.000000
2.306726, -0.662776, 2.384780, 0.000000
2.303350, -0.662164, 2.388057, 0.000000
2.299950, -0.658915, 2.389759, 0.000000
2.302548, -0.658470, 2.387613, 0.000000
2.294959, -0.661499, 2.387382, 0.000000
