x,y,yaw,qw,qx,qy,qz
18.330598831176758,-5.783901691436768,0.0,1.0,0.0,0.0,0.0
18.50953483581543,-5.815578460693359,-0.10260540480133516,0.9986843049733616,0.0,0.0,-0.0512802008564104
18.65932273864746,-5.825565338134766,-0.09365004957497453,0.998903908821352,0.0,0.0,-0.04680791537148376
18.873794555664062,-5.829087257385254,0.004452472169964136,0.9999975219374704,0.0,0.0,0.0022262342460643556
19.04965591430664,-5.823548316955566,-0.04515694360199745,0.9997451171338476,0.0,0.0,-0.022576553479865497
19.28197479248047,-5.850794792175293,-0.031786279609670065,0.9998737067119939,0.0,0.0,-0.01589247073357406
19.475067138671875,-5.856934547424316,-0.00502620995702309,0.9999968421533455,0.0,0.0,-0.002513102333177605
19.660114288330078,-5.86362886428833,-0.013828161964650492,0.9999760978373045,0.0,0.0,-0.006914025895074621
19.839019775390625,-5.858635902404785,0.009449171222719079,0.9999888391661612,0.0,0.0,0.004724568034574806
19.995012283325195,-5.842930793762207,-0.04823349491498207,0.9997092053407177,0.0,0.0,-0.02411440973838239
20.22093963623047,-5.847140312194824,-0.11410037673216726,0.9983730793403249,0.0,0.0,-0.05701924629909764
20.369312286376953,-5.845787048339844,0.09911685892303473,0.9987722323525081,0.0,0.0,0.04953814572213542
20.552955627441406,-5.826480865478516,0.006314210572318125,0.9999950163472455,0.0,0.0,0.0031571000415185017
20.795190811157227,-5.816238880157471,0.012754199332495823,0.9999796663688332,0.0,0.0,0.00637705644299181
21.000102996826172,-5.823022842407227,0.36859376857225595,0.9830653433498846,0.0,0.0,0.18325537019245447
21.256664276123047,-5.759687423706055,0.7916281243086389,0.922683000780937,0.0,0.0,0.38555943779122487
21.46993064880371,-5.672025203704834,1.0291054805555186,0.8705129262432701,0.0,0.0,0.4921455529041982
21.687030792236328,-5.519185543060303,1.2313403749510576,0.8163865931268317,0.0,0.0,0.5775057840080607
21.80434226989746,-5.309181213378906,1.472539528689239,0.740978667943614,0.0,0.0,0.6715285650309356
21.865467071533203,-5.117358207702637,1.780910660498844,0.6290581370666796,0.0,0.0,0.7773582572985243
21.879179000854492,-4.8900227546691895,1.8748234152209007,0.5918762436128824,0.0,0.0,0.8060288532346122
21.804061889648438,-4.713325023651123,1.8122262755435692,0.616809797889967,0.0,0.0,0.7871122367406939
21.758113861083984,-4.5596160888671875,1.8395405438053851,0.6060029127021619,0.0,0.0,0.7954624251317569
21.690963745117188,-4.355103969573975,1.7977778219052143,0.6224799303468245,0.0,0.0,0.7826357622262176
21.658157348632812,-4.200399398803711,1.5228902366545662,0.7238396812193743,0.0,0.0,0.6899681991890892
21.63645362854004,-4.03038215637207,1.6124643845806081,0.692222507111106,0.0,0.0,0.7216841418853644
21.612213134765625,-3.8469009399414062,1.4036138059812802,0.7636769004865229,0.0,0.0,0.645598630468883
21.58443832397461,-3.6656012535095215,1.4870972726216778,0.7360711114886279,0.0,0.0,0.6769042168814551
21.5413818359375,-3.472752094268799,1.4493419012249904,0.7487175857521432,0.0,0.0,0.6628891134914513
21.599674224853516,-3.3093690872192383,1.4999697114739006,0.7316991917066012,0.0,0.0,0.6816276790564673
21.598201751708984,-3.1121578216552734,1.4490981832474579,0.7487983591898941,0.0,0.0,0.6627978706019825
21.649431228637695,-2.830331802368164,1.3636732853884246,0.7764165398107694,0.0,0.0,0.6302200859289332
21.682052612304688,-2.7076165676116943,1.2289728347184397,0.8170696550503013,0.0,0.0,0.5765389655487144
21.822202682495117,-2.507138729095459,1.1182318277802437,0.8477243941808107,0.0,0.0,0.5304369439535462
21.948997497558594,-2.333930015563965,1.0706358852102702,0.8601064856080037,0.0,0.0,0.5101145297039174
22.06615447998047,-2.1874961853027344,1.0477791818907949,0.8658799594915109,0.0,0.0,0.5002518323314563
22.17009735107422,-2.082628011703491,0.8020201718352313,0.9206671782190945,0.0,0.0,0.3903484942331533
22.276039123535156,-1.9484448432922363,0.9475901195008567,0.8898431414189767,0.0,0.0,0.4562665708438511
22.43939781188965,-1.8226265907287598,0.9025319169292263,0.8998957326489831,0.0,0.0,0.4361051138890139
22.59878158569336,-1.6294629573822021,1.1471413280447635,0.8399687675528283,0.0,0.0,0.5426347478145707
22.703433990478516,-1.480762004852295,0.9751236103520099,0.8834777124355366,0.0,0.0,0.46847319200747367
22.864334106445312,-1.3121204376220703,1.0607749537993962,0.8626111232577053,0.0,0.0,0.5058676210552322
22.95281219482422,-1.1248958110809326,1.239571208796767,0.8140030093392289,0.0,0.0,0.5808606552235047
23.012588500976562,-0.9130825996398926,1.056507334445489,0.8636885838681693,0.0,0.0,0.5040258228462073
23.032344818115234,-0.7757096290588379,1.0034940120568308,0.8767436638064572,0.0,0.0,0.4809579482399995
23.14499282836914,-0.5013251304626465,1.463417461704288,0.7440338143143321,0.0,0.0,0.6681419633258084
23.233802795410156,-0.32578516006469727,1.5762119938956805,0.7051894636806009,0.0,0.0,0.7090189139323905
23.285486221313477,-0.1434037685394287,1.364292361539336,0.7762214255056555,0.0,0.0,0.6304603862146837
23.396360397338867,0.07339620590209961,1.5739099323455477,0.7060050989476546,0.0,0.0,0.7082067496571269
23.4398193359375,0.35102415084838867,1.4470190429938097,0.7494869793167676,0.0,0.0,0.6620190841921608
23.50272560119629,0.4668896198272705,1.6027207114556932,0.6957302055296177,0.0,0.0,0.7183031958119884
23.54582977294922,0.6636438369750977,1.5848123778596732,0.7021340355796953,0.0,0.0,0.7120447992089902
23.561182022094727,0.8843021392822266,1.5151249220721223,0.7265131286031512,0.0,0.0,0.6871525841960147
23.557357788085938,1.103135108947754,1.5237637079945257,0.7235382784733341,0.0,0.0,0.6902842599855831
